compound_id,smiles,latent,cost,parent1_id,parent2_id
368.0,NS(=O)(=O)c1ccc(-n2ncc3ccccc3c2=O)cc1,"[ 1.30422997e+00 -3.80546093e-01  9.35164630e-01  3.38709831e-01
  3.70344490e-01 -8.44001830e-01 -3.83549571e-01  3.80321920e-01
 -1.07248783e-01 -1.03638828e-01 -4.43684608e-01 -3.41775000e-01
  1.18266535e+00 -1.46278286e+00  5.99913597e-01 -1.82158995e+00
 -2.15210962e+00 -5.14023364e-01  8.15197051e-01 -8.61666918e-01
 -2.64746189e+00  1.60326505e+00 -3.93472284e-01 -7.80829668e-01
 -8.03463936e-01  4.80831683e-01  7.04377651e-01  1.44578949e-01
 -1.06632419e-01 -7.47163475e-01  3.23061466e-01  7.92343199e-01
 -9.71500516e-01  6.02964044e-01  9.29833055e-01  1.72056675e+00
  1.34040058e+00  7.64536738e-01  5.61452746e-01  2.19417882e+00
  1.70356560e+00  7.60669708e-02 -3.69768441e-01 -1.76781523e+00
  9.63657975e-01  4.22258586e-01  3.79780799e-01  3.02592903e-01
  6.83427930e-01 -6.16902590e-01 -1.49442330e-02  3.67579386e-02
  8.15026224e-01  4.51429933e-01 -1.00019932e+00 -8.74620020e-01
 -2.28326201e-01 -1.07636511e+00  5.02525568e-02  1.25266284e-01
 -1.59071147e+00 -1.35012388e+00  2.10856104e+00  1.30089855e+00
  1.10572171e+00 -5.41544370e-02 -1.08501449e-01  9.48330522e-01
  8.96285996e-02  8.24328065e-01 -1.20605223e-01 -4.34994847e-02
 -5.31093955e-01  1.78515092e-01 -9.46485877e-01 -1.19673982e-01
  2.98534334e-02  1.53812826e-01 -6.24661148e-01 -3.07573587e-01
  1.28389370e+00  2.02432647e-01 -4.75143075e-01 -1.63319558e-01
  3.53210688e-01 -1.35162681e-01 -8.62922668e-01  1.23820394e-01
 -1.81380689e-01  1.70852944e-01  3.89447987e-01  1.21978372e-01
 -6.81832433e-03  1.70301050e-01 -9.56546128e-01 -1.44797519e-01
  3.65213186e-01  3.73086125e-01  3.12004864e-01  1.87006742e-02
  4.11569148e-01 -1.60155654e-01 -1.49421394e-05  2.27011293e-01
  7.43280724e-02  1.19592953e+00  7.46720910e-01 -4.29425567e-01
  7.01673180e-02 -6.29531741e-02 -1.50857687e-01  5.83748892e-02
  6.02371514e-01  4.73448515e-01 -1.03987001e-01  4.65787321e-01
 -9.12397802e-02 -2.04083063e-02  4.94662702e-01 -1.77922696e-01
 -4.65469599e-01  4.77455184e-03 -6.62689358e-02 -1.96600348e-01
  2.60177046e-01 -1.80795342e-01 -1.17464519e+00 -1.15790144e-01]",-0.9484029593448455,,
2.0,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,"[-0.3510041  -0.16818091 -0.72686327  1.0567423   0.0325458   0.1508426
 -0.02696116  0.32209453 -0.31688935 -0.5842803   0.88267165  0.16270912
 -0.33981672 -0.90215075 -0.12158406 -0.52929616 -0.74880373  0.40628105
 -1.3970864  -2.0974948  -0.37568963  1.0486906   0.4782431  -0.29186434
  0.00929654  1.16782    -0.10795249 -0.56443876  1.3684916   2.2270255
  0.44268972  0.73641384 -2.2007723   0.2134003  -1.1660222  -0.06769526
 -0.6046823  -0.33195224  0.48099518 -0.36947876  1.2568856  -2.0393188
 -0.53024256 -1.2542957  -0.02142179 -1.5545442  -0.8043111  -0.57716215
 -0.70125544 -1.0659592  -0.08987758 -0.60862505 -0.18286657 -2.585383
 -1.5842311  -0.1199379   1.1683278  -0.23170832  1.6039468  -1.6142716
  0.14780557  2.5667038   0.4059733  -1.0020965   0.6502415  -0.02363215
 -0.16883981  1.0388973  -0.28769413  1.815176   -0.17667076  0.00977902
 -0.05706763 -0.10603748 -0.6892748  -0.28017196 -0.16159117  0.14821544
 -0.22779667 -0.08680865  1.5994778  -0.11467639 -0.236653   -0.08723487
 -1.1415693  -0.22499341  0.09255505  0.14413229  0.01323143 -0.7859828
  0.53261936  0.04002658  0.26685825  0.11931634 -1.4772736   0.40898687
  0.21041451  1.066925   -0.27780074 -0.12866627  1.5775721  -0.18413994
 -0.07742262  0.23153545  0.05138357  0.1232104  -1.0040438  -1.3405917
  0.50513184 -0.06801139 -0.29007387  0.11116123 -1.1503026   0.6497861
 -0.00631837  0.08822054 -0.01976457 -0.2341456  -0.08855188  0.2862316
  0.46788925  0.03348231 -0.02016021  0.04183629  0.2441406  -0.39538944
 -0.43458214 -0.41935766]",-4.37953323647953,,
431.0,OCCN(CCO)c1ncnc2sc3c(c12)CCCC3,"[-1.73530960e+00 -2.30348811e-01 -1.25742602e+00  9.11812782e-01
 -6.10299036e-02  5.72654903e-01 -2.27034092e-03  1.60864353e+00
 -1.25244367e+00  3.80209982e-01 -1.57024479e+00  1.12443495e+00
 -2.22237781e-04 -1.99084556e+00  9.79317427e-01 -2.01927686e+00
  1.25297934e-01 -4.65247005e-01  1.92946446e+00  1.96423793e+00
  8.37091565e-01 -6.16433918e-01  3.60396326e-01  1.83536351e-01
  7.25083053e-01 -1.83301890e+00  1.25264215e+00  1.70658445e+00
  1.94443494e-01 -3.39279503e-01  1.50581288e+00 -8.39287043e-01
 -1.19340444e+00 -7.42296576e-01 -8.24130893e-01 -3.03336024e-01
  1.12905812e+00  1.81346074e-01  1.06958151e+00  5.44419050e-01
 -2.98410565e-01 -8.55241358e-01 -7.47171402e-01 -6.99867070e-01
 -4.18788135e-01 -1.82012773e+00 -1.67766109e-01  2.09606695e+00
 -1.44157052e-01 -1.21766329e-03 -4.44595814e-02 -1.84239793e+00
 -4.50588346e-01 -4.69982386e-01  1.09319460e+00  1.13930583e+00
 -3.01923394e-01 -2.08163524e+00  7.79101431e-01 -8.96565616e-01
  1.36834955e+00 -8.51325512e-01 -4.73695934e-01  1.67812467e+00
 -9.19528902e-02  6.85299002e-03  4.46903706e-03 -4.73688990e-01
 -5.87251335e-02  1.07631826e+00 -4.13428806e-02 -2.39001364e-02
  4.22620088e-01 -1.31009445e-02  4.63857800e-02 -3.59874517e-02
  3.94801289e-01 -5.39560355e-02  2.39759222e-01  5.57791531e-01
  1.55701065e+00 -3.24076340e-02  1.03575706e-01 -2.41933465e-02
  9.09977853e-02  2.50257373e-01 -1.10581174e-01  2.88690105e-02
  9.11752433e-02 -4.34628129e-03 -4.18762147e-01 -1.01791531e-01
 -5.14196455e-02 -3.28122713e-02  8.65562558e-01  9.13787633e-04
 -2.79262781e-01 -2.64782876e-01 -4.74774003e-01 -9.34154168e-03
 -5.07317185e-01 -2.96933949e-01  4.26473543e-02  6.45536184e-03
 -9.47052836e-02 -6.70065284e-01 -1.00301528e+00 -1.33117110e-01
 -1.31621808e-02 -1.71642736e-01  3.45241457e-01  4.03232053e-02
 -5.00296295e-01  2.05781400e-01  1.29379600e-01  5.57496548e-02
 -4.37334180e-03  6.37171268e-01 -4.98655856e-01  2.80139148e-01
 -4.19539735e-02 -1.90159932e-01  6.60901517e-03  5.67125827e-02
  1.19485199e-01  1.80069685e-01  4.86670971e-01  1.02406979e-01]",-1.9825887457150415,,
172.0,CCOC(=O)C(C)Oc1ncnc2cccc(F)c12,"[-1.02085181e-01 -5.14296412e-01 -1.10658705e+00  1.43134665e+00
  9.03837830e-02 -1.90458179e+00 -7.01526999e-01 -1.54584312e+00
 -2.22370774e-02 -4.05153602e-01 -2.91182637e-01  1.52631474e+00
 -5.36690593e-01 -1.34679735e-01 -4.92460221e-01 -1.54776323e+00
 -4.46933329e-01 -2.16308296e-01 -1.54119265e+00 -1.52665412e+00
  2.94831395e-01 -9.47640538e-01 -5.97928464e-02  6.79392576e-01
  1.63206458e-03 -2.10254192e-01 -6.10368609e-01  4.56771851e-02
 -2.27840638e+00  1.70559108e+00  7.66272187e-01 -1.66313797e-01
 -5.47156870e-01 -7.70675838e-01 -2.88298577e-01  1.52062178e+00
 -3.60821396e-01 -1.13176811e+00  1.87145400e+00 -2.07420826e-01
  1.02373576e+00 -4.68876749e-01  7.28212476e-01  9.54111814e-02
 -7.28311658e-01 -1.41641235e+00  5.90468407e-01  6.81133986e-01
  1.25472948e-01 -1.09046173e+00 -1.75765610e+00  6.05718195e-01
  8.63417983e-01 -9.99148846e-01  1.70267296e+00 -2.61964500e-01
  8.13860893e-02  1.31511843e+00  2.04077768e+00 -2.14392930e-01
 -8.27580631e-01 -1.06343997e+00  1.32424265e-01  1.06236768e+00
  1.78121638e+00 -1.43244103e-01 -1.71077192e-01  3.64836343e-02
 -1.66732192e-01  8.23137999e-01 -1.60008147e-02 -2.84025818e-01
  2.81965524e-01 -5.57476103e-01  3.99518549e-01 -3.61387908e-01
 -1.39999330e-01  2.07070678e-01  3.56148601e-01  7.95359850e-01
  9.84918773e-01  9.00296271e-02 -1.66277766e-01  1.49077475e-02
  4.03893411e-01 -3.41577053e-01 -7.87095726e-02  3.89564097e-01
  6.13530427e-02  1.53568029e+00  1.18235908e-02  7.93973744e-01
 -8.01399872e-02 -1.16082788e-01  8.46591592e-01 -5.08224666e-01
 -6.54964328e-01  4.07021821e-01 -1.12727031e-01  5.10420322e-01
 -1.63360035e+00 -3.53290588e-01 -9.82548967e-02  1.46072775e-01
 -7.68005848e-03 -5.90793610e-01  6.25165343e-01 -5.09216607e-01
 -3.98851186e-03 -3.19190413e-01  1.07677054e+00  1.38767436e-01
 -3.90669703e-02  9.43264246e-01  2.42716536e-01  1.19845271e+00
 -3.40589643e-01  1.59374404e+00 -8.68353903e-01 -5.55377454e-03
 -2.29830551e+00 -6.13048494e-01  2.00143278e-01 -3.42617214e-01
 -8.20456743e-02 -1.02936417e-01  3.92172158e-01 -1.20123774e-02]",-1.5420043398020387,,
93.0,CCC(C)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,"[ 1.28482401e-01 -2.45952740e-01 -2.11450696e+00 -1.07164574e+00
 -2.30391458e-01  5.34315705e-01 -1.61716610e-01  2.92394161e-01
  3.70405793e-01  9.13708568e-01  1.04428101e+00  1.70069695e+00
  1.27684981e-01  7.76301801e-01 -2.80409050e+00 -1.36747587e+00
  6.40085936e-01  2.83917010e-01 -8.23000252e-01 -1.23433316e+00
  6.04520679e-01 -2.29759026e+00  2.85520554e-01  2.49935508e-01
  4.63181645e-01  7.31663406e-01  2.14939773e-01  3.75836045e-01
  3.89657080e-01 -1.67294800e-01 -5.16129732e-01  1.28847337e+00
 -1.92807555e-01  8.38495791e-03 -3.66329193e-01  4.31202173e-01
  1.76618770e-01 -6.35315061e-01 -8.83977890e-01  7.62012184e-01
 -1.96093917e-01  1.71346188e+00  7.38003492e-01  8.71880800e-02
  7.69163430e-01  1.02242601e+00  2.08495808e+00 -3.99550557e-01
 -3.68022203e-01 -8.58818054e-01  8.26619744e-01 -7.13023543e-02
  1.82535183e+00 -1.23759687e+00 -5.40187418e-01  5.68609715e-01
 -4.11337733e-01 -6.32576525e-01  8.52279663e-01  2.69539624e-01
 -1.40721405e+00 -1.50522077e+00  2.72588730e-01  5.37857115e-01
 -4.81140614e-02 -1.60862207e-02  4.32739705e-02  2.07941696e-01
 -1.20689183e-01  1.95335746e-01 -1.05024129e-03 -2.28057429e-02
  8.75086188e-02  1.71866566e-02 -4.58239466e-01  8.20211768e-02
  2.63454616e-02  1.51437655e-01 -2.95330763e-01  1.35656565e-01
  1.31148052e+00  6.11234345e-02  8.60290229e-03 -5.06439060e-03
  8.00293684e-02  1.27063319e-01 -4.48701739e-01  5.34038171e-02
 -8.50650147e-02  3.74979705e-01  1.53144792e-01 -1.76635012e-01
 -3.17903087e-02  1.04192853e-01 -3.39219868e-01  6.33920431e-02
  6.41059801e-02 -1.25683606e-01 -2.10835248e-01 -1.12443045e-01
 -1.44274116e-01 -4.22175899e-02 -3.78672853e-02  4.66715544e-02
  3.20751444e-02  1.20097363e+00 -8.73987004e-02 -2.19310999e-01
  4.83935922e-02  6.20226599e-02 -3.88903469e-02 -7.51393884e-02
 -5.22623062e-02  2.24611342e-01 -1.06892630e-01  1.50162399e-01
 -2.97294974e-01  1.25374779e-01  2.72563100e-01  1.41399875e-01
 -8.20021033e-01 -5.67738786e-02  4.57831472e-02  9.07231793e-02
  3.55261974e-02 -1.29446089e-02 -9.32972312e-01 -5.18705249e-02]",-1.6602473028213431,,
352.0,O=C(NCC1COc2ccccc2O1)c1ccco1,"[ 0.1432986  -0.6151188   1.1306765   0.28508407 -0.09765704  0.8580998
 -0.50183785 -0.4463653   0.10201702 -1.7588753  -0.9370085  -0.46573704
  1.2921779  -0.7512742   1.4690688  -1.9982182   0.19646406 -0.49758872
  0.2729415   0.08690515 -0.88509816  0.17926726 -0.53511107  0.5119132
 -0.8690135   0.51361746  0.13565397  0.01847501 -0.49214515 -0.9553663
 -0.2725349   1.0407541   0.2328018  -0.15362702  1.0555137   0.15444623
 -0.64170784 -0.76012     0.8227548   0.65705687 -0.08630645 -0.40826535
 -0.34049636  1.9555442  -0.14760216 -0.42886078 -0.03382009  0.353573
 -0.94214714 -1.3323214   0.71942925  0.57231456  1.4129674   0.3300441
  0.26322052  0.22544324  0.4377669  -0.8081279   0.2187866   0.35640973
 -1.8459502  -0.8483437  -0.37543523 -0.6043037   0.7115192   0.04434457
  0.03096297 -0.29389575  0.01341242 -0.18032093 -0.13671102 -0.01943842
 -0.14919308 -0.17659515 -0.15157041 -0.18270424  0.03113458 -0.10214764
  0.12609065  0.23961738  1.4168849  -0.02538036  0.01825596 -0.07136723
  0.01761691 -0.05340862  0.3079833   0.17259932  0.05536252 -0.11867567
 -0.19476447 -0.28152686 -0.05465659  0.19502486 -0.1969142  -0.1151142
  0.05670512  0.05245567 -0.16036588 -0.15119089  0.22001725 -0.05360015
  0.05419095  0.15649334 -0.10668016  0.24114199 -0.0385961  -0.0367628
  0.21638605  0.05193304 -0.08556706  0.02699263  0.26811543 -0.29482937
  0.09446226 -0.09100226  0.0176386  -0.2575369  -0.12615433  0.0457892
 -0.18843737 -0.13560596  0.13731232  0.10777315  0.13158415 -0.1171277
  0.02554078 -0.24725483]",-1.2451121445891866,,
197.0,CCOC(=O)CSc1nnnn1-c1ccc(C(N)=O)cc1,"[-1.09304976e+00 -4.50161755e-01 -5.67403555e-01  8.15749764e-01
  3.75004187e-02  5.09015799e-01 -4.16472167e-01  1.00543880e+00
  1.08318470e-01 -6.06577694e-02 -5.27672708e-01 -4.21557486e-01
  8.33168626e-01 -5.10094464e-01 -3.61398935e-01  3.09595168e-01
  2.65807241e-01  1.48401797e+00 -1.81473899e+00 -5.09436548e-01
 -5.41339338e-01  2.69878149e-01 -7.89973438e-01 -1.42692602e+00
  4.51562226e-01  4.10569638e-01  1.17490816e+00 -8.54864776e-01
 -6.90961361e-01  8.42768610e-01  1.88405049e+00 -4.91982579e-01
 -1.41705406e+00 -7.11555839e-01 -7.28654385e-01  1.50825405e+00
  2.59397984e+00 -1.25111878e+00 -1.73632443e+00  6.65506363e-01
  8.07320774e-01  7.55286396e-01  5.15094638e-01  6.58404112e-01
  3.69050354e-02 -7.29533136e-01  6.06460273e-01  5.13352931e-01
  4.12715137e-01 -6.55937195e-02 -1.23457265e+00 -1.47476792e+00
 -4.50658798e-02 -7.28178382e-01  1.12824225e+00  6.92721128e-01
 -3.92962754e-01 -4.19461370e-01  2.23018456e+00 -6.21958971e-01
 -7.84948647e-01  7.11907506e-01 -8.44535828e-01  1.83590114e-01
 -5.92710555e-01 -5.10756671e-02 -4.60517257e-02  2.21372366e-01
 -1.00787185e-01 -4.41580653e-01 -7.47382492e-02  6.91033900e-04
  4.25188094e-01  2.34858152e-02 -2.99089491e-01 -8.09251592e-02
  3.45387459e-01  1.14734270e-01 -5.03829643e-02  2.60981977e-01
  1.52612889e+00  1.70424879e-01 -1.26276031e-01  3.97009701e-02
  3.20585102e-01 -2.51454741e-01 -2.13396028e-01  1.25176758e-02
 -5.27507290e-02  3.44045818e-01 -3.17003250e-01  6.81600124e-02
 -1.06009826e-01  3.05521488e-03 -1.48528218e-02 -1.90986916e-02
 -7.06228241e-02  2.85802856e-02 -1.36683226e-01  4.93569672e-03
 -1.34079773e-02 -5.94940707e-02 -4.18811850e-02  3.24696153e-02
  4.02136892e-02  1.12072623e+00  1.29267648e-02  9.54900160e-02
 -9.75620747e-03  8.33310187e-03  4.23106253e-02 -2.84809656e-02
  1.77626491e-01  3.51794362e-01 -1.75887868e-02  3.59356523e-01
 -3.62032831e-01 -4.05446887e-01  4.55169499e-01 -2.67842710e-02
 -4.03142691e-01 -1.70510653e-02 -9.27445889e-02  4.18479294e-02
 -1.41447261e-02 -1.69805288e-01 -7.58242369e-01 -1.06806368e-01]",-1.8641392789856552,,
24.0,CC(C(=O)NC1CC1)S(=O)(=O)c1ccccc1Br,"[ 1.1190871   0.43344343 -0.4626227   1.4141254   0.12058389 -1.0351002
 -0.33699635 -0.48425472  0.44900465  0.37645024 -0.1592688  -0.62425286
 -0.49915817 -1.3897372   0.35673606 -1.2978461   0.25015223 -0.9240532
  0.39185834 -0.8539286  -0.89012975 -0.32194042 -0.4241822   0.59980226
 -0.31134337 -1.570262    0.84442943 -0.7029855   0.5256016   0.21183878
 -0.7878959   0.4803095  -0.8886327   0.1844769  -0.58796203  0.6187176
  1.523548   -1.201477   -0.664727   -0.8022535   1.0072627   1.8646054
  0.16855302 -0.58289564  0.7498365   0.94897026  0.16360569 -0.18009058
  0.00615305 -0.10213768  1.6929423   1.205557    1.7639458   0.28045702
  0.5239353  -0.690908    1.202355   -0.13851523  0.32909852  0.25055146
  1.5146858  -0.00971958 -0.22724745  0.08762934  1.0692714  -0.14834784
 -0.2514273  -0.83461195  0.75739676  0.08558953  0.02600492 -0.00569193
 -0.29175055 -0.00360005  0.30559072  0.13973542 -0.18916577 -0.18256249
 -0.31252176 -0.68021446  0.44491673  0.10702187 -0.07551382 -0.0595901
 -0.940323   -0.12965626 -0.95810676 -0.27485618 -0.18730685 -0.05081299
 -0.50395525  0.64469653  0.575907   -0.1762076   1.1051201   0.05506866
 -0.0575884   0.27874658  0.3946735   0.35031375  0.5996288  -0.24943206
  0.03773883  0.05971123 -0.0220187   0.6310278   1.0164423   0.26067314
 -0.19740301 -0.20999908 -0.41623288  0.05441398  1.7173462   0.5036402
  0.10527012 -0.16589779  0.46309876  0.4147216   0.24590313  0.39930284
  0.06158896  0.08648449 -0.28410172 -0.4471315   0.06485407  0.228556
  1.3201107   0.33087465]",-1.435103749190433,,
18.0,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(O)cc1,"[ 3.98923784e-01  3.43397349e-01 -9.12777334e-03 -3.89265597e-01
  4.42402959e-01 -1.21085405e+00 -8.70025158e-03  8.15271497e-01
 -3.32176983e-01  1.60366416e-01 -3.32840323e-01  4.08389241e-01
 -4.42630425e-02 -4.18821156e-01 -6.23764396e-01 -1.01675308e+00
 -1.36724770e+00 -8.78286302e-01  8.55663002e-01  4.89322692e-02
 -2.03720003e-01  1.37312651e+00  6.97031021e-01 -1.24019480e+00
 -8.54172051e-01 -8.40117574e-01 -8.76325965e-02  1.71079504e+00
  2.49105752e-01  1.45865440e-01 -1.54374146e+00  1.66394472e+00
  8.65796566e-01 -2.99025178e-02  1.26111412e+00  2.71154374e-01
  2.02005982e+00  1.23645532e+00  2.96274841e-01 -1.73541307e-02
  1.67361617e+00  1.69861710e+00  1.16168365e-01 -6.00383520e-01
  1.00175726e+00 -7.71400332e-01 -7.02304840e-01  1.77032018e+00
 -8.72096479e-01  5.00435889e-01  1.87872326e+00  4.43901837e-01
  1.16497993e-01  3.22707444e-01 -8.65359545e-01 -8.02352667e-01
  1.61540413e+00 -1.53245997e+00 -1.18701291e+00  4.02909726e-01
 -5.82957268e-02 -2.54814315e+00  6.01038814e-01 -3.50935608e-01
  1.76210538e-01  1.25134274e-01 -1.85304731e-01  1.73997208e-02
 -2.94665813e-01 -5.72998822e-01 -3.51300985e-02  1.40811473e-01
 -6.39200449e-01 -5.87005541e-02 -6.87892437e-02  1.31096840e-02
 -8.40903521e-02  2.82138474e-02 -3.34694460e-02  3.42451215e-01
  1.33493173e+00 -1.20531321e-02 -7.19241798e-02 -7.66807497e-02
 -2.63319969e-01 -4.75736767e-01  1.07387967e-01 -1.49425030e-01
  2.13925883e-01  1.26977280e-01 -6.89565182e-01  2.34634578e-02
  8.79074633e-03  1.32397786e-01 -1.53691649e+00  7.98221380e-02
 -2.80717671e-01 -3.61409903e-01 -1.75500020e-01 -2.61781335e-01
  1.52884483e-01 -7.04266131e-04 -8.60367715e-03 -6.70419335e-02
  2.88045611e-02  3.40173483e-01 -1.55667722e-01  6.74761415e-01
 -5.16649783e-02 -3.81201580e-02  4.92125452e-02 -6.88933879e-02
 -1.47122443e-01  4.14988279e-01 -7.44189844e-02  2.60581970e-02
  1.96532845e-01 -3.39633167e-01  4.44250911e-01  3.85643572e-01
 -1.05410194e+00 -7.37328827e-02  6.26182556e-02  1.93578035e-01
 -4.93159890e-02 -2.86574543e-01  4.78566736e-01 -4.18790579e-02]",-1.1595887246930925,,
202.0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1ccco1,"[ 1.2226591  -0.2958867  -0.5192977  -0.44943306 -0.11208346 -2.2086153
  0.6529666   0.42605966  1.4916496  -0.70324737  0.35411084  0.04626715
  1.013884   -1.7899951  -0.77766716 -1.6980453   0.12720184 -0.33479708
  1.0383835  -0.09176452  0.35694528  0.00464982  0.23401092  1.1799936
  0.17143321  0.2708484   0.6744324   0.5537559   0.2595852   1.0105792
  0.33230215  1.2901186  -0.03964353  0.18244109 -1.12576    -1.7743895
  1.5134094   0.15102494  1.7320132   0.87739277  0.2585922   2.0228343
 -0.9869673   0.39423898 -1.8945112  -0.48667234  0.400389    0.41339457
  0.71496814 -2.2191823  -0.81317616  0.45135713 -0.30831927  0.19495587
  1.8528708   0.5005887  -0.6321417   0.74400043 -0.2306332   0.66975003
 -0.30381697 -0.47144455 -0.662974   -0.61796075  0.14571042  0.14647111
 -0.06498618 -0.15745579 -0.03264406 -0.44473845 -0.04003244 -0.02778754
 -0.17023584 -0.45094746 -0.1462732  -0.03522154 -0.5200362  -0.09570515
  0.12616727  0.26599622  1.4952439   0.06582147 -0.11662345 -0.05687594
 -0.27423495 -0.11876821 -0.69319546  0.11337131  0.09064367 -0.3540786
 -0.49723706 -0.16109198  0.14354984  0.15119927 -1.4449939  -0.14706814
  0.02383377 -0.26375103  0.09712672 -0.21441098  0.46512118  0.0199282
  0.0563608  -0.18274505 -0.12197403  0.47029513 -0.20608479  0.04037578
  0.10385243 -0.01253759  0.10126796 -0.01517947 -0.24328004  0.13797772
  0.11136763  0.2528989   0.04915619  0.31659544 -0.86270887  0.6158485
 -0.74803007 -0.0033246   0.06667289 -0.00349134 -0.04862864 -0.2837504
 -0.2815465   0.01409316]",-1.350299353675576,,
403.0,COC(=O)c1sc(S(=O)(=O)N2CCCC2)c(C(=O)OC)c1C,"[-1.16971636e+00 -2.09413290e+00 -1.53794503e+00  8.31712782e-01
 -1.87978953e-01 -1.12134266e+00  6.88296318e-01  1.90450597e+00
 -6.37813866e-01  1.67556643e-01 -1.13445854e+00  1.13845432e+00
 -1.27553487e+00 -2.39126277e+00  7.21678138e-02  2.69455701e-01
  8.56736243e-01 -7.53518403e-01 -1.71353853e+00 -3.00069237e+00
  1.59773618e-01  9.28729415e-01  1.15222931e-02  2.16962099e-01
 -4.40812111e-02 -8.99875522e-01  1.99751377e+00  1.66743279e-01
 -1.96170211e-01  5.72575629e-01  6.25080347e-01 -2.80613273e-01
 -2.19528437e+00  5.31405985e-01  4.96083975e-01 -3.01819265e-01
  1.68327093e+00  9.06428456e-01  2.14544392e+00  1.84631610e+00
  8.81813347e-01  5.94911873e-01 -3.05559218e-01  7.68447101e-01
  8.38401616e-01 -1.31826401e-01 -3.64666581e-01 -2.77953744e-01
  1.06177628e+00 -2.32575464e+00 -5.45679629e-01  2.10636044e+00
 -3.17747355e-01  1.20120645e+00 -2.56793886e-01  1.19037464e-01
  7.47731030e-01  7.58747697e-01  1.11086738e+00  9.25865173e-01
  8.37244511e-01  7.25655317e-01  1.11295760e+00  9.37685132e-01
 -7.48269260e-02  2.20459193e-01 -1.80369720e-01  2.59254217e-01
 -6.59632832e-02 -6.89844370e-01  3.33640277e-02 -1.25553831e-01
  1.23667002e+00  5.94767034e-02 -1.46757752e-01 -5.16956747e-02
 -1.22386485e-01  2.00784281e-02  6.26731291e-02  4.84570265e-02
  1.00123501e+00 -1.28801107e-01  2.56453454e-01 -2.22636759e-03
 -9.56743658e-02 -2.37970218e-01  2.80083060e-01  1.26909316e-02
  4.04832840e-01 -3.38278145e-01 -3.89264822e-01  7.84587115e-03
 -1.00997463e-02 -4.15497795e-02  3.72609496e-02  4.92124856e-02
 -2.10790008e-01  1.91183746e-01  3.50813329e-01 -1.74281627e-01
 -6.52482510e-02  1.67274967e-01  5.96372485e-02 -3.81989419e-01
  8.69100355e-03  2.66134202e-01  1.21792650e+00 -2.64272541e-01
 -4.38380182e-01  9.08558965e-02 -6.40312552e-01  2.13280357e-02
  1.12634051e+00  9.10225630e-01  4.52891886e-02 -1.19775876e-01
  3.02714765e-01 -3.29702497e-02 -2.72531569e-01 -3.40168685e-01
  5.37041128e-02 -1.51180983e-01 -6.50877878e-02  3.62936080e-01
 -1.46561831e-01  3.93531203e-01 -4.48668689e-01  5.14939278e-02]",-1.356971801276334,,
